as_of,market,barrio,bedroom_bucket,furnished_mode,price_band,band_lo_usd,band_hi_usd,n_active,arrivals_30d,left_market_30d,fast_exits_30d,median_days_listed_km,exited_median_days,n_events
2026-08-20,buenos-aires,Constitución,1,u,0,,,19,24,26,15,28.00,9.50,67
2026-08-20,buenos-aires,Constitución,2,a,0,,,83,76,60,21,22.00,18.50,319
2026-08-20,buenos-aires,Constitución,2,a,1,,549.83,16,16,24,7,20.00,19.00,78
2026-08-20,buenos-aires,Constitución,2,a,2,549.83,622.95,14,12,10,2,17.00,24.50,80
2026-08-20,buenos-aires,Constitución,2,a,3,622.95,757.32,21,23,12,8,17.00,9.00,77
2026-08-20,buenos-aires,Constitución,2,a,4,757.32,,26,25,14,4,30.00,28.00,78
2026-08-20,buenos-aires,Constitución,2,f,0,,,23,14,11,2,33.00,31.00,56
2026-08-20,buenos-aires,Constitución,2,n,0,,,44,50,41,16,18.00,18.00,212
2026-08-20,buenos-aires,Constitución,2,n,1,,528.05,8,9,20,5,21.00,20.00,56
2026-08-20,buenos-aires,Constitución,2,n,2,528.05,596.03,10,8,7,2,18.00,18.00,50
2026-08-20,buenos-aires,Constitución,2,n,3,596.03,723.97,11,14,5,5,12.00,4.00,54
2026-08-20,buenos-aires,Constitución,2,n,4,723.97,,15,19,9,4,27.00,24.00,52
2026-08-20,buenos-aires,Constitución,2,u,0,,,16,12,8,3,30.00,21.50,51
2026-08-20,buenos-aires,Constitución,3,a,0,,,2,10,15,9,17.00,15.00,53
2026-08-20,buenos-aires,Constitución,3,n,0,,,2,8,10,7,20.00,11.50,42
2026-08-20,buenos-aires,Escobar,-1,a,0,,,440,612,888,84,29.00,34.00,2338
2026-08-20,buenos-aires,Escobar,0,a,0,,,71,88,103,11,35.00,37.00,260
2026-08-20,buenos-aires,Escobar,0,a,1,,321.43,18,26,22,4,31.00,46.50,62
2026-08-20,buenos-aires,Escobar,0,a,2,321.43,424.84,13,17,32,2,35.00,54.00,64
2026-08-20,buenos-aires,Escobar,0,a,3,424.84,1035.60,15,21,23,4,37.00,36.00,58
2026-08-20,buenos-aires,Escobar,0,a,4,1035.60,,24,22,26,1,47.00,28.00,74
2026-08-20,buenos-aires,Escobar,0,f,0,,,11,14,27,5,38.00,54.00,53
2026-08-20,buenos-aires,Escobar,0,n,0,,,20,18,41,3,33.00,43.00,100
2026-08-20,buenos-aires,Escobar,0,n,1,,306.71,8,7,8,1,31.00,38.00,25
2026-08-20,buenos-aires,Escobar,0,n,2,306.71,347.27,3,2,10,0,31.00,51.00,25
2026-08-20,buenos-aires,Escobar,0,n,3,347.27,448.72,4,3,15,2,36.00,36.00,24
2026-08-20,buenos-aires,Escobar,0,n,4,448.72,,5,6,8,0,27.00,27.00,26
2026-08-20,buenos-aires,Escobar,0,u,0,,,40,56,35,3,31.00,28.00,107
2026-08-20,buenos-aires,Escobar,0,u,1,,323.62,9,18,9,2,32.00,76.00,25
2026-08-20,buenos-aires,Escobar,0,u,2,323.62,575.17,7,14,8,0,34.00,40.50,21
2026-08-20,buenos-aires,Escobar,0,u,3,575.17,2233.01,11,12,7,0,28.00,28.00,27
2026-08-20,buenos-aires,Escobar,0,u,4,2233.01,,12,11,11,1,28.00,28.00,32
2026-08-20,buenos-aires,Escobar,1,a,0,,,80,128,205,19,28.00,33.00,562
2026-08-20,buenos-aires,Escobar,1,a,1,,360.54,21,35,58,12,26.00,28.50,142
2026-08-20,buenos-aires,Escobar,1,a,2,360.54,423.86,21,30,47,1,28.00,40.00,145
2026-08-20,buenos-aires,Escobar,1,a,3,423.86,496.77,7,23,50,5,28.00,30.50,139
2026-08-20,buenos-aires,Escobar,1,a,4,496.77,,31,40,46,1,31.00,34.00,132
2026-08-20,buenos-aires,Escobar,1,f,0,,,24,29,40,2,31.00,36.50,128
2026-08-20,buenos-aires,Escobar,1,f,1,,448.72,5,7,9,1,31.00,40.00,34
2026-08-20,buenos-aires,Escobar,1,f,2,448.72,522.88,4,3,13,0,31.00,30.00,32
2026-08-20,buenos-aires,Escobar,1,f,3,522.88,730.00,7,6,7,0,30.00,55.00,32
2026-08-20,buenos-aires,Escobar,1,f,4,730.00,,8,13,9,1,31.00,31.00,28
2026-08-20,buenos-aires,Escobar,1,n,0,,,29,29,128,4,27.00,33.50,335
2026-08-20,buenos-aires,Escobar,1,n,1,,349.51,7,10,32,4,22.00,28.00,84
2026-08-20,buenos-aires,Escobar,1,n,2,349.51,400.00,11,6,33,0,27.00,48.00,96
2026-08-20,buenos-aires,Escobar,1,n,3,400.00,450.33,6,7,32,0,28.00,39.50,80
2026-08-20,buenos-aires,Escobar,1,n,4,450.33,,5,6,30,0,28.00,32.50,74
2026-08-20,buenos-aires,Escobar,1,u,0,,,27,70,37,13,29.00,28.00,99
2026-08-20,buenos-aires,Escobar,1,u,1,,359.48,7,22,11,8,29.00,16.00,27
2026-08-20,buenos-aires,Escobar,1,u,2,359.48,414.01,7,16,8,1,43.00,35.50,23
2026-08-20,buenos-aires,Escobar,1,u,3,414.01,508.83,6,19,9,4,42.00,21.00,23
2026-08-20,buenos-aires,Escobar,1,u,4,508.83,,7,13,8,0,31.00,32.00,25
2026-08-20,buenos-aires,Escobar,2,a,0,,,70,111,157,18,28.00,33.00,425
2026-08-20,buenos-aires,Escobar,2,a,1,,557.38,17,29,45,5,28.00,28.00,106
2026-08-20,buenos-aires,Escobar,2,a,2,557.38,700.64,12,22,39,6,26.00,28.00,108
2026-08-20,buenos-aires,Escobar,2,a,3,700.64,800.00,16,25,43,4,30.00,36.00,114
2026-08-20,buenos-aires,Escobar,2,a,4,800.00,,25,34,29,3,29.00,36.00,94
2026-08-20,buenos-aires,Escobar,2,f,0,,,14,14,15,2,28.00,35.00,78
2026-08-20,buenos-aires,Escobar,2,f,1,,592.33,2,1,2,0,10.00,41.50,20
2026-08-20,buenos-aires,Escobar,2,f,2,592.33,769.23,3,4,3,1,22.00,28.00,21
2026-08-20,buenos-aires,Escobar,2,f,3,769.23,1200.00,5,6,9,1,31.00,35.00,23
2026-08-20,buenos-aires,Escobar,2,n,0,,,30,32,104,4,27.00,35.00,254
2026-08-20,buenos-aires,Escobar,2,n,1,,550.16,6,7,35,2,27.00,28.00,65
2026-08-20,buenos-aires,Escobar,2,n,2,550.16,662.25,8,6,27,0,27.00,35.00,70
2026-08-20,buenos-aires,Escobar,2,n,3,662.25,769.23,8,9,26,1,30.00,35.50,60
2026-08-20,buenos-aires,Escobar,2,n,4,769.23,,8,10,16,1,26.00,38.00,59
2026-08-20,buenos-aires,Escobar,2,u,0,,,26,65,38,12,31.00,28.00,93
2026-08-20,buenos-aires,Escobar,2,u,1,,550.16,9,21,5,3,31.00,10.00,23
2026-08-20,buenos-aires,Escobar,2,u,2,550.16,709.22,3,14,11,5,28.00,22.00,21
2026-08-20,buenos-aires,Escobar,2,u,3,709.22,836.12,3,12,12,3,54.00,41.50,24
2026-08-20,buenos-aires,Escobar,2,u,4,836.12,,11,17,9,1,34.00,33.00,23
2026-08-20,buenos-aires,Escobar,3,a,0,,,151,201,263,29,29.00,34.00,694
2026-08-20,buenos-aires,Escobar,3,a,1,,1400.00,40,48,69,6,31.00,38.00,195
2026-08-20,buenos-aires,Escobar,3,a,2,1400.00,1633.99,33,34,84,1,33.00,36.00,174
2026-08-20,buenos-aires,Escobar,3,a,3,1633.99,2200.00,24,43,59,7,26.00,29.00,179
2026-08-20,buenos-aires,Escobar,3,a,4,2200.00,,54,71,45,11,30.00,29.00,139
2026-08-20,buenos-aires,Escobar,3,f,0,,,62,82,96,19,29.00,29.50,245
2026-08-20,buenos-aires,Escobar,3,f,1,,1600.00,16,19,40,4,31.00,36.00,93
2026-08-20,buenos-aires,Escobar,3,f,2,1600.00,2000.00,10,12,16,1,26.00,27.50,44
2026-08-20,buenos-aires,Escobar,3,f,3,2000.00,2523.18,15,19,14,4,27.00,26.50,45
2026-08-20,buenos-aires,Escobar,3,f,4,2523.18,,21,27,20,6,30.00,29.50,56
2026-08-20,buenos-aires,Escobar,3,n,0,,,36,34,113,1,28.00,43.00,296
2026-08-20,buenos-aires,Escobar,3,n,1,,1300.00,15,14,34,0,31.00,51.00,99
2026-08-20,buenos-aires,Escobar,3,n,2,1300.00,1600.00,14,12,48,0,33.00,45.50,100
2026-08-20,buenos-aires,Escobar,3,n,3,1600.00,1800.00,1,2,9,1,26.00,37.00,31
2026-08-20,buenos-aires,Escobar,3,n,4,1800.00,,6,6,22,0,26.00,28.00,66
2026-08-20,buenos-aires,Escobar,3,u,0,,,53,85,54,9,30.00,32.00,153
2026-08-20,buenos-aires,Escobar,3,u,1,,1400.00,15,21,16,3,29.00,29.50,46
2026-08-20,buenos-aires,Escobar,3,u,2,1400.00,1700.00,18,26,18,2,30.00,36.00,46
2026-08-20,buenos-aires,Escobar,3,u,3,1700.00,2200.00,4,13,10,1,30.00,33.00,30
2026-08-20,buenos-aires,Escobar,3,u,4,2200.00,,16,25,10,3,31.00,27.50,31
2026-08-20,buenos-aires,Escobar,4,a,0,,,68,84,160,7,29.00,35.00,397
2026-08-20,buenos-aires,Escobar,4,a,1,,1550.00,23,25,33,1,28.00,36.00,111
2026-08-20,buenos-aires,Escobar,4,a,2,1550.00,1800.00,8,8,48,0,28.00,36.50,108
2026-08-20,buenos-aires,Escobar,4,a,3,1800.00,2500.00,24,34,49,5,31.00,35.00,106
2026-08-20,buenos-aires,Escobar,4,a,4,2500.00,,11,13,30,1,31.00,33.00,69
2026-08-20,buenos-aires,Escobar,4,f,0,,,31,29,58,2,31.00,45.50,156
2026-08-20,buenos-aires,Escobar,4,f,1,,1624.59,11,9,11,0,29.00,50.00,40
2026-08-20,buenos-aires,Escobar,4,f,2,1624.59,2200.00,4,4,11,0,28.00,61.00,40
2026-08-20,buenos-aires,Escobar,4,f,3,2200.00,2890.88,8,9,22,2,43.00,44.50,36
2026-08-20,buenos-aires,Escobar,4,f,4,2890.88,,6,4,14,0,31.00,34.50,38
2026-08-20,buenos-aires,Escobar,4,n,0,,,11,11,58,1,28.00,35.50,144
2026-08-20,buenos-aires,Escobar,4,n,1,,1500.00,3,1,17,0,28.00,36.00,50
2026-08-20,buenos-aires,Escobar,4,n,2,1500.00,1700.00,2,2,19,0,27.00,36.00,44
2026-08-20,buenos-aires,Escobar,4,n,4,2000.00,,3,3,15,0,27.00,30.00,32
2026-08-20,buenos-aires,Escobar,4,u,0,,,26,44,44,4,28.00,30.50,97
2026-08-20,buenos-aires,Escobar,4,u,1,,1600.00,14,20,8,1,28.00,29.50,29
2026-08-20,buenos-aires,Escobar,4,u,2,1600.00,1800.00,0,0,17,0,33.00,33.00,23
2026-08-20,buenos-aires,Escobar,4,u,3,1800.00,2434.78,6,13,10,3,26.00,27.50,23
2026-08-20,buenos-aires,Escobar,4,u,4,2434.78,,6,10,9,0,28.00,31.00,21
2026-08-20,buenos-aires,Esteban Echeverría,-1,a,0,,,320,484,1913,96,28.00,35.00,3623
2026-08-20,buenos-aires,Esteban Echeverría,0,a,0,,,26,58,303,25,26.00,31.00,561
2026-08-20,buenos-aires,Esteban Echeverría,0,a,1,,322.81,8,18,59,6,26.00,29.00,122
2026-08-20,buenos-aires,Esteban Echeverría,0,a,2,322.81,500.00,12,17,61,2,25.00,28.00,125
2026-08-20,buenos-aires,Esteban Echeverría,0,a,3,500.00,1203.88,5,15,72,10,26.00,27.50,125
2026-08-20,buenos-aires,Esteban Echeverría,0,a,4,1203.88,,1,8,81,7,29.00,32.00,131
2026-08-20,buenos-aires,Esteban Echeverría,0,f,0,,,0,0,9,0,26.00,43.00,27
2026-08-20,buenos-aires,Esteban Echeverría,0,n,0,,,6,12,136,7,25.00,30.00,257
2026-08-20,buenos-aires,Esteban Echeverría,0,n,1,,303.63,2,6,33,3,26.00,27.00,69
2026-08-20,buenos-aires,Esteban Echeverría,0,n,2,303.63,450.00,2,2,24,0,22.00,28.00,63
2026-08-20,buenos-aires,Esteban Echeverría,0,n,3,450.00,689.66,1,1,40,1,27.00,43.00,62
2026-08-20,buenos-aires,Esteban Echeverría,0,n,4,689.66,,1,3,39,3,24.00,48.00,62
2026-08-20,buenos-aires,Esteban Echeverría,0,u,0,,,20,46,158,18,28.00,30.00,277
2026-08-20,buenos-aires,Esteban Echeverría,0,u,1,,372.55,8,17,33,5,27.00,27.00,52
2026-08-20,buenos-aires,Esteban Echeverría,0,u,2,372.55,751.63,10,17,27,3,26.00,26.00,53
2026-08-20,buenos-aires,Esteban Echeverría,0,u,3,751.63,1960.78,2,7,29,5,26.00,24.00,58
2026-08-20,buenos-aires,Esteban Echeverría,0,u,4,1960.78,,0,5,39,5,31.00,30.00,58
2026-08-20,buenos-aires,Esteban Echeverría,1,a,0,,,104,162,543,28,29.00,36.00,1096
2026-08-20,buenos-aires,Esteban Echeverría,1,a,1,,387.10,23,31,129,7,28.00,30.00,288
2026-08-20,buenos-aires,Esteban Echeverría,1,a,2,387.10,562.92,23,39,136,6,29.00,41.50,276
2026-08-20,buenos-aires,Esteban Echeverría,1,a,3,562.92,750.00,34,49,157,7,31.00,38.00,278
2026-08-20,buenos-aires,Esteban Echeverría,1,a,4,750.00,,20,39,119,8,29.00,34.00,245
2026-08-20,buenos-aires,Esteban Echeverría,1,f,0,,,12,15,42,1,30.00,43.00,124
2026-08-20,buenos-aires,Esteban Echeverría,1,f,1,,522.65,1,1,12,0,17.00,43.00,35
2026-08-20,buenos-aires,Esteban Echeverría,1,f,2,522.65,800.00,5,6,16,1,31.00,49.50,44
2026-08-20,buenos-aires,Esteban Echeverría,1,f,4,850.00,,5,7,7,0,32.00,36.00,27
2026-08-20,buenos-aires,Esteban Echeverría,1,n,0,,,12,19,367,8,28.00,36.00,700
2026-08-20,buenos-aires,Esteban Echeverría,1,n,1,,360.66,4,4,91,1,28.00,31.00,186
2026-08-20,buenos-aires,Esteban Echeverría,1,n,2,360.66,550.00,2,4,90,3,28.00,38.00,178
2026-08-20,buenos-aires,Esteban Echeverría,1,n,3,550.00,718.96,4,8,108,4,31.00,38.50,173
2026-08-20,buenos-aires,Esteban Echeverría,1,n,4,718.96,,2,3,78,0,28.00,36.00,160
2026-08-20,buenos-aires,Esteban Echeverría,1,u,0,,,80,128,134,19,28.00,29.00,272
2026-08-20,buenos-aires,Esteban Echeverría,1,u,1,,392.16,19,29,37,6,29.00,31.00,76
2026-08-20,buenos-aires,Esteban Echeverría,1,u,2,392.16,571.43,20,32,24,3,28.00,36.00,65
2026-08-20,buenos-aires,Esteban Echeverría,1,u,3,571.43,767.65,26,41,34,5,29.00,28.50,64
2026-08-20,buenos-aires,Esteban Echeverría,1,u,4,767.65,,12,23,39,5,28.00,28.00,64
2026-08-20,buenos-aires,Esteban Echeverría,2,a,0,,,68,72,254,7,27.00,34.00,598
2026-08-20,buenos-aires,Esteban Echeverría,2,a,1,,392.16,24,16,46,2,23.00,36.00,150
2026-08-20,buenos-aires,Esteban Echeverría,2,a,2,392.16,531.91,13,14,62,2,25.00,29.50,152
2026-08-20,buenos-aires,Esteban Echeverría,2,a,3,531.91,950.00,17,20,64,1,27.00,40.50,146
2026-08-20,buenos-aires,Esteban Echeverría,2,a,4,950.00,,12,20,75,2,29.00,36.00,138
2026-08-20,buenos-aires,Esteban Echeverría,2,f,0,,,6,9,26,1,27.00,34.50,60
2026-08-20,buenos-aires,Esteban Echeverría,2,n,0,,,13,2,165,2,25.00,36.00,383
2026-08-20,buenos-aires,Esteban Echeverría,2,n,1,,350.88,11,0,28,0,22.00,40.50,99
2026-08-20,buenos-aires,Esteban Echeverría,2,n,2,350.88,503.29,1,2,43,2,26.00,31.00,92
2026-08-20,buenos-aires,Esteban Echeverría,2,n,3,503.29,738.99,1,0,43,0,23.00,38.00,95
2026-08-20,buenos-aires,Esteban Echeverría,2,n,4,738.99,,0,0,50,0,28.00,34.50,96
2026-08-20,buenos-aires,Esteban Echeverría,2,u,0,,,49,61,63,4,28.00,31.00,155
2026-08-20,buenos-aires,Esteban Echeverría,2,u,1,,457.52,18,21,14,2,29.00,28.00,38
2026-08-20,buenos-aires,Esteban Echeverría,2,u,2,457.52,555.56,9,11,17,1,28.00,33.00,38
2026-08-20,buenos-aires,Esteban Echeverría,2,u,3,555.56,914.47,12,14,10,0,31.00,45.50,36
2026-08-20,buenos-aires,Esteban Echeverría,2,u,4,914.47,,8,13,16,1,28.00,30.50,32
2026-08-20,buenos-aires,Esteban Echeverría,3,a,0,,,86,129,447,21,29.00,36.00,785
2026-08-20,buenos-aires,Esteban Echeverría,3,a,1,,1300.00,23,32,106,7,28.00,35.00,213
2026-08-20,buenos-aires,Esteban Echeverría,3,a,2,1300.00,1700.00,28,42,131,7,29.00,30.00,244
2026-08-20,buenos-aires,Esteban Echeverría,3,a,3,1700.00,2200.00,12,20,114,6,36.00,42.00,163
2026-08-20,buenos-aires,Esteban Echeverría,3,a,4,2200.00,,17,28,93,1,33.00,42.00,155
2026-08-20,buenos-aires,Esteban Echeverría,3,f,0,,,20,33,189,4,31.00,43.00,305
2026-08-20,buenos-aires,Esteban Echeverría,3,f,1,,1600.00,3,8,45,2,28.00,40.00,83
2026-08-20,buenos-aires,Esteban Echeverría,3,f,2,1600.00,2000.00,8,8,51,0,29.00,36.00,88
2026-08-20,buenos-aires,Esteban Echeverría,3,f,3,2000.00,2800.00,3,12,46,2,35.00,48.50,70
2026-08-20,buenos-aires,Esteban Echeverría,3,f,4,2800.00,,5,4,47,0,42.00,46.00,63
2026-08-20,buenos-aires,Esteban Echeverría,3,n,0,,,13,23,170,8,29.00,36.00,304
2026-08-20,buenos-aires,Esteban Echeverría,3,n,1,,1176.47,2,4,39,2,28.00,36.00,81
2026-08-20,buenos-aires,Esteban Echeverría,3,n,2,1176.47,1500.00,1,4,52,1,29.00,33.50,85
2026-08-20,buenos-aires,Esteban Echeverría,3,n,3,1500.00,1700.00,8,8,36,0,29.00,32.50,73
2026-08-20,buenos-aires,Esteban Echeverría,3,n,4,1700.00,,1,6,42,5,35.00,40.50,63
2026-08-20,buenos-aires,Esteban Echeverría,3,u,0,,,53,73,88,9,29.00,29.00,176
2026-08-20,buenos-aires,Esteban Echeverría,3,u,1,,1000.00,16,21,23,5,28.00,28.00,49
2026-08-20,buenos-aires,Esteban Echeverría,3,u,2,1000.00,1512.84,13,15,18,0,29.00,33.50,43
2026-08-20,buenos-aires,Esteban Echeverría,3,u,3,1512.84,2100.00,10,16,28,4,29.00,30.00,46
2026-08-20,buenos-aires,Esteban Echeverría,3,u,4,2100.00,,10,16,17,0,30.00,28.00,31
2026-08-20,buenos-aires,Esteban Echeverría,4,a,0,,,36,63,366,15,31.00,36.00,583
2026-08-20,buenos-aires,Esteban Echeverría,4,a,1,,1900.00,16,25,87,5,29.00,36.00,160
2026-08-20,buenos-aires,Esteban Echeverría,4,a,2,1900.00,2800.00,2,6,92,3,33.00,36.00,142
2026-08-20,buenos-aires,Esteban Echeverría,4,a,3,2800.00,4500.00,12,19,106,3,33.00,36.50,157
2026-08-20,buenos-aires,Esteban Echeverría,4,a,4,4500.00,,3,10,72,4,30.00,35.50,106
2026-08-20,buenos-aires,Esteban Echeverría,4,f,0,,,18,32,186,5,34.00,38.00,300
2026-08-20,buenos-aires,Esteban Echeverría,4,f,1,,2000.00,4,8,58,1,36.00,44.50,88
2026-08-20,buenos-aires,Esteban Echeverría,4,f,2,2000.00,2800.00,0,1,34,0,30.00,33.50,67
2026-08-20,buenos-aires,Esteban Echeverría,4,f,3,2800.00,4500.00,9,11,48,0,37.00,49.00,77
2026-08-20,buenos-aires,Esteban Echeverría,4,f,4,4500.00,,2,9,41,4,28.00,35.00,59
2026-08-20,buenos-aires,Esteban Echeverría,4,n,0,,,2,5,104,4,31.00,38.00,159
2026-08-20,buenos-aires,Esteban Echeverría,4,n,1,,1600.00,0,1,18,1,28.00,52.50,44
2026-08-20,buenos-aires,Esteban Echeverría,4,n,2,1600.00,2998.01,0,2,34,2,28.00,30.00,42
2026-08-20,buenos-aires,Esteban Echeverría,4,n,3,2998.01,4200.00,1,1,32,1,36.00,37.00,37
2026-08-20,buenos-aires,Esteban Echeverría,4,n,4,4200.00,,1,1,20,0,31.00,54.50,36
2026-08-20,buenos-aires,Esteban Echeverría,4,u,0,,,16,26,76,6,28.00,28.00,124
2026-08-20,buenos-aires,Esteban Echeverría,4,u,1,,1500.00,9,9,15,0,29.00,30.00,33
2026-08-20,buenos-aires,Esteban Echeverría,4,u,2,1500.00,2800.00,5,10,20,4,28.00,27.50,29
2026-08-20,buenos-aires,Esteban Echeverría,4,u,3,2800.00,4300.00,1,4,20,2,26.00,27.00,27
2026-08-20,buenos-aires,Esteban Echeverría,4,u,4,4300.00,,1,3,17,0,30.00,31.00,26
2026-08-20,buenos-aires,Ezeiza,-1,a,0,,,81,144,505,30,31.00,35.00,945
2026-08-20,buenos-aires,Ezeiza,0,a,0,,,13,34,112,12,33.00,30.50,223
2026-08-20,buenos-aires,Ezeiza,0,a,1,,374.27,4,9,23,1,30.00,32.00,51
2026-08-20,buenos-aires,Ezeiza,0,a,2,374.27,620.92,9,15,19,1,40.00,31.00,48
2026-08-20,buenos-aires,Ezeiza,0,a,3,620.92,2100.00,0,6,34,6,30.00,28.50,58
2026-08-20,buenos-aires,Ezeiza,0,a,4,2100.00,,0,3,26,3,44.00,30.00,54
2026-08-20,buenos-aires,Ezeiza,0,n,0,,,1,3,57,2,31.00,31.00,108
2026-08-20,buenos-aires,Ezeiza,0,n,1,,305.08,0,0,13,0,29.00,54.00,28
2026-08-20,buenos-aires,Ezeiza,0,n,2,305.08,550.00,1,1,13,0,31.00,32.00,26
2026-08-20,buenos-aires,Ezeiza,0,n,3,550.00,1970.00,0,2,15,2,31.00,31.00,24
2026-08-20,buenos-aires,Ezeiza,0,n,4,1970.00,,0,0,16,0,54.00,30.00,30
2026-08-20,buenos-aires,Ezeiza,0,u,0,,,10,28,51,10,38.00,30.00,103
2026-08-20,buenos-aires,Ezeiza,0,u,1,,487.80,6,13,8,2,32.00,27.50,21
2026-08-20,buenos-aires,Ezeiza,0,u,2,487.80,950.00,4,10,9,3,40.00,26.00,22
2026-08-20,buenos-aires,Ezeiza,0,u,3,950.00,2500.00,0,1,16,1,36.00,29.50,27
2026-08-20,buenos-aires,Ezeiza,0,u,4,2500.00,,0,3,8,3,40.00,33.50,21
2026-08-20,buenos-aires,Ezeiza,1,a,0,,,27,48,177,6,33.00,38.00,323
2026-08-20,buenos-aires,Ezeiza,1,a,1,,392.16,7,9,48,1,35.00,40.50,88
2026-08-20,buenos-aires,Ezeiza,1,a,2,392.16,508.84,4,11,46,3,29.00,35.00,79
2026-08-20,buenos-aires,Ezeiza,1,a,3,508.84,700.00,6,8,41,1,29.00,41.00,88
2026-08-20,buenos-aires,Ezeiza,1,a,4,700.00,,10,20,42,1,37.00,38.50,65
2026-08-20,buenos-aires,Ezeiza,1,f,0,,,3,5,11,0,34.00,38.00,21
2026-08-20,buenos-aires,Ezeiza,1,n,0,,,2,8,133,4,33.00,40.00,234
2026-08-20,buenos-aires,Ezeiza,1,n,1,,378.01,1,2,34,0,35.00,37.00,61
2026-08-20,buenos-aires,Ezeiza,1,n,2,378.01,475.52,0,3,33,3,31.00,43.00,57
2026-08-20,buenos-aires,Ezeiza,1,n,3,475.52,614.89,0,0,31,0,28.00,36.00,60
2026-08-20,buenos-aires,Ezeiza,1,n,4,614.89,,1,3,35,1,36.00,45.00,55
2026-08-20,buenos-aires,Ezeiza,1,u,0,,,22,35,33,2,32.00,35.00,68
2026-08-20,buenos-aires,Ezeiza,1,u,1,,486.93,9,12,7,1,29.00,29.00,21
2026-08-20,buenos-aires,Ezeiza,2,a,0,,,31,48,162,11,29.00,31.00,309
2026-08-20,buenos-aires,Ezeiza,2,a,1,,526.32,7,10,38,1,30.00,33.50,78
2026-08-20,buenos-aires,Ezeiza,2,a,2,526.32,686.27,8,12,35,3,26.00,33.00,75
2026-08-20,buenos-aires,Ezeiza,2,a,3,686.27,900.00,4,9,56,4,31.00,31.00,88
2026-08-20,buenos-aires,Ezeiza,2,a,4,900.00,,10,15,33,3,27.00,31.00,65
2026-08-20,buenos-aires,Ezeiza,2,f,0,,,3,3,12,0,27.00,31.00,30
2026-08-20,buenos-aires,Ezeiza,2,n,0,,,2,8,117,6,29.00,34.00,202
2026-08-20,buenos-aires,Ezeiza,2,n,1,,522.88,1,1,29,0,31.00,39.00,53
2026-08-20,buenos-aires,Ezeiza,2,n,2,522.88,655.63,0,0,24,0,29.00,43.50,48
2026-08-20,buenos-aires,Ezeiza,2,n,3,655.63,841.42,0,3,38,3,32.00,34.50,50
2026-08-20,buenos-aires,Ezeiza,2,n,4,841.42,,1,4,26,3,27.00,30.00,51
2026-08-20,buenos-aires,Ezeiza,2,u,0,,,26,37,33,5,29.00,30.00,77
2026-08-20,buenos-aires,Ezeiza,2,u,1,,506.58,6,9,9,1,28.00,28.00,20
2026-08-20,buenos-aires,Ezeiza,2,u,2,506.58,700.97,9,14,6,4,30.00,18.00,20
2026-08-20,buenos-aires,Ezeiza,2,u,3,700.97,900.00,2,3,13,0,30.00,31.00,22
2026-08-20,buenos-aires,Ezeiza,3,a,0,,,7,11,38,1,31.00,33.50,64
2026-08-20,buenos-aires,Ezeiza,3,a,2,1000.00,1200.00,1,2,15,0,34.00,34.00,21
2026-08-20,buenos-aires,Ezeiza,3,n,0,,,1,0,20,0,30.00,32.00,36
2026-08-20,buenos-aires,Ezeiza,4,a,0,,,3,3,16,0,35.00,55.00,26
2026-08-20,buenos-aires,Florencio Varela,-1,a,0,,,40,64,275,9,34.00,48.00,484
2026-08-20,buenos-aires,Florencio Varela,0,a,0,,,3,12,125,5,35.00,57.00,156
2026-08-20,buenos-aires,Florencio Varela,0,a,1,,331.13,2,8,21,2,33.00,42.00,39
2026-08-20,buenos-aires,Florencio Varela,0,a,2,331.13,1470.00,1,1,26,0,33.00,48.00,38
2026-08-20,buenos-aires,Florencio Varela,0,a,3,1470.00,8000.00,0,2,34,2,35.00,43.00,39
2026-08-20,buenos-aires,Florencio Varela,0,a,4,8000.00,,0,1,32,1,57.00,57.00,30
2026-08-20,buenos-aires,Florencio Varela,0,n,0,,,0,0,41,0,37.00,57.00,49
2026-08-20,buenos-aires,Florencio Varela,0,u,0,,,3,12,80,5,35.00,47.50,97
2026-08-20,buenos-aires,Florencio Varela,0,u,1,,331.13,2,8,15,2,33.00,42.00,21
2026-08-20,buenos-aires,Florencio Varela,0,u,2,331.13,1655.63,1,2,14,1,36.00,48.00,22
2026-08-20,buenos-aires,Florencio Varela,0,u,3,1655.63,8000.00,0,1,21,1,34.00,36.00,25
2026-08-20,buenos-aires,Florencio Varela,0,u,4,8000.00,,0,1,19,1,43.00,57.00,20
2026-08-20,buenos-aires,Florencio Varela,1,a,0,,,16,20,73,2,33.00,48.00,161
2026-08-20,buenos-aires,Florencio Varela,1,a,1,,283.83,2,4,18,1,31.00,42.00,39
2026-08-20,buenos-aires,Florencio Varela,1,a,2,283.83,359.48,4,4,23,0,28.00,48.00,50
2026-08-20,buenos-aires,Florencio Varela,1,a,3,359.48,437.91,6,5,18,0,34.00,48.00,37
2026-08-20,buenos-aires,Florencio Varela,1,a,4,437.91,,4,7,14,1,34.00,53.00,35
2026-08-20,buenos-aires,Florencio Varela,1,n,0,,,2,2,57,1,30.00,43.00,120
2026-08-20,buenos-aires,Florencio Varela,1,n,1,,281.05,0,2,13,1,29.00,35.00,29
2026-08-20,buenos-aires,Florencio Varela,1,n,2,281.05,336.70,0,0,10,0,27.00,45.50,31
2026-08-20,buenos-aires,Florencio Varela,1,n,3,336.70,419.58,1,0,20,0,34.00,41.00,31
2026-08-20,buenos-aires,Florencio Varela,1,n,4,419.58,,1,0,14,0,35.00,55.50,29
