as_of,market,barrio,bedroom_bucket,furnished_mode,price_band,band_lo_usd,band_hi_usd,n_active,arrivals_30d,left_market_30d,fast_exits_30d,median_days_listed_km,exited_median_days,n_events
2026-08-20,buenos-aires,Puerto Madero,1,f,3,1888.46,2500.00,175,175,121,58,23.00,14.00,445
2026-08-20,buenos-aires,Puerto Madero,1,f,4,2500.00,,228,189,77,44,54.00,11.00,360
2026-08-20,buenos-aires,Puerto Madero,1,n,0,,,255,227,157,65,27.00,15.00,630
2026-08-20,buenos-aires,Puerto Madero,1,n,1,,1200.00,78,92,71,36,19.00,8.00,246
2026-08-20,buenos-aires,Puerto Madero,1,n,2,1200.00,1386.14,30,23,16,6,21.00,8.50,76
2026-08-20,buenos-aires,Puerto Madero,1,n,3,1386.14,1933.98,59,54,38,11,29.00,23.00,150
2026-08-20,buenos-aires,Puerto Madero,1,n,4,1933.98,,87,57,31,11,68.00,30.00,155
2026-08-20,buenos-aires,Puerto Madero,1,u,0,,,114,100,64,26,32.00,25.00,229
2026-08-20,buenos-aires,Puerto Madero,1,u,1,,1200.00,21,23,20,6,30.00,29.50,59
2026-08-20,buenos-aires,Puerto Madero,1,u,2,1200.00,1506.90,22,25,19,10,31.00,21.00,55
2026-08-20,buenos-aires,Puerto Madero,1,u,3,1506.90,2300.00,35,34,14,8,49.00,15.50,59
2026-08-20,buenos-aires,Puerto Madero,1,u,4,2300.00,,34,16,11,2,,10.00,54
2026-08-20,buenos-aires,Puerto Madero,2,a,0,,,650,645,395,214,23.00,11.00,1554
2026-08-20,buenos-aires,Puerto Madero,2,a,1,,2190.68,152,162,100,56,18.00,8.50,384
2026-08-20,buenos-aires,Puerto Madero,2,a,2,2190.68,2800.00,184,189,111,59,29.00,11.00,399
2026-08-20,buenos-aires,Puerto Madero,2,a,3,2800.00,3800.00,145,155,103,60,26.00,8.00,375
2026-08-20,buenos-aires,Puerto Madero,2,a,4,3800.00,,161,136,76,39,27.00,13.00,378
2026-08-20,buenos-aires,Puerto Madero,2,f,0,,,331,330,202,111,22.00,9.00,802
2026-08-20,buenos-aires,Puerto Madero,2,f,1,,2407.14,72,77,55,28,21.00,12.00,197
2026-08-20,buenos-aires,Puerto Madero,2,f,2,2407.14,3100.00,95,111,64,43,21.00,6.00,204
2026-08-20,buenos-aires,Puerto Madero,2,f,3,3100.00,4200.00,75,77,45,26,20.00,9.00,204
2026-08-20,buenos-aires,Puerto Madero,2,f,4,4200.00,,83,63,38,14,30.00,28.50,190
2026-08-20,buenos-aires,Puerto Madero,2,n,0,,,228,228,137,73,22.00,11.00,567
2026-08-20,buenos-aires,Puerto Madero,2,n,1,,1950.00,50,50,34,17,18.00,10.50,142
2026-08-20,buenos-aires,Puerto Madero,2,n,2,1950.00,2700.00,85,92,48,26,29.00,11.50,176
2026-08-20,buenos-aires,Puerto Madero,2,n,3,2700.00,3200.00,29,29,26,12,20.00,13.00,109
2026-08-20,buenos-aires,Puerto Madero,2,n,4,3200.00,,64,57,29,18,28.00,13.00,139
2026-08-20,buenos-aires,Puerto Madero,2,u,0,,,91,87,56,30,31.00,12.00,185
2026-08-20,buenos-aires,Puerto Madero,2,u,1,,2000.00,21,26,16,9,15.00,9.00,48
2026-08-20,buenos-aires,Puerto Madero,2,u,2,2000.00,2500.00,25,21,8,5,42.00,15.00,42
2026-08-20,buenos-aires,Puerto Madero,2,u,3,2500.00,3200.00,21,21,17,9,39.00,11.00,44
2026-08-20,buenos-aires,Puerto Madero,2,u,4,3200.00,,22,18,10,7,30.00,8.00,41
2026-08-20,buenos-aires,Puerto Madero,3,a,0,,,197,187,113,53,30.00,15.00,415
2026-08-20,buenos-aires,Puerto Madero,3,a,1,,3300.00,32,44,37,20,24.00,15.00,109
2026-08-20,buenos-aires,Puerto Madero,3,a,2,3300.00,4500.00,60,51,26,14,31.00,18.50,99
2026-08-20,buenos-aires,Puerto Madero,3,a,3,4500.00,6900.00,44,48,32,15,26.00,10.00,107
2026-08-20,buenos-aires,Puerto Madero,3,a,4,6900.00,,58,42,18,4,56.00,35.00,94
2026-08-20,buenos-aires,Puerto Madero,3,f,0,,,111,95,51,22,31.00,25.00,214
2026-08-20,buenos-aires,Puerto Madero,3,f,1,,3300.00,17,24,22,12,27.00,10.50,58
2026-08-20,buenos-aires,Puerto Madero,3,f,2,3300.00,4500.00,38,29,12,5,54.00,24.50,57
2026-08-20,buenos-aires,Puerto Madero,3,f,3,4500.00,6900.00,24,20,10,4,31.00,20.00,49
2026-08-20,buenos-aires,Puerto Madero,3,f,4,6900.00,,31,21,7,1,35.00,35.00,46
2026-08-20,buenos-aires,Puerto Madero,3,n,0,,,64,75,54,26,22.00,10.00,166
2026-08-20,buenos-aires,Puerto Madero,3,n,1,,3200.00,13,16,10,5,19.00,22.00,42
2026-08-20,buenos-aires,Puerto Madero,3,n,2,3200.00,5000.00,25,31,18,11,24.00,10.00,57
2026-08-20,buenos-aires,Puerto Madero,3,n,3,5000.00,6000.00,4,10,15,7,10.00,9.00,26
2026-08-20,buenos-aires,Puerto Madero,3,n,4,6000.00,,22,18,11,3,56.00,38.00,41
2026-08-20,buenos-aires,Puerto Madero,3,u,0,,,22,17,8,5,51.00,11.00,35
2026-08-20,buenos-aires,Puerto Madero,4,a,0,,,44,42,19,14,18.00,8.00,98
2026-08-20,buenos-aires,Puerto Madero,4,a,1,,5700.00,7,9,5,5,6.00,2.00,26
2026-08-20,buenos-aires,Puerto Madero,4,a,2,5700.00,7000.00,11,13,8,5,13.00,11.50,25
2026-08-20,buenos-aires,Puerto Madero,4,a,3,7000.00,12500.00,15,13,5,3,59.00,11.00,23
2026-08-20,buenos-aires,Puerto Madero,4,a,4,12500.00,,10,6,0,0,36.00,,22
2026-08-20,buenos-aires,Puerto Madero,4,f,0,,,17,15,4,3,36.00,13.00,35
2026-08-20,buenos-aires,Puerto Madero,4,n,0,,,14,17,12,8,11.00,8.50,43
2026-08-20,buenos-aires,Puerto Madero,4,n,1,,5700.00,4,5,4,4,5.00,1.00,20
2026-08-20,buenos-aires,Puerto Madero,4,u,0,,,13,10,3,3,56.00,6.00,20
2026-08-20,buenos-aires,Quilmes,-1,a,0,,,482,796,2224,162,27.00,33.00,5093
2026-08-20,buenos-aires,Quilmes,0,a,0,,,28,66,260,21,31.00,33.00,593
2026-08-20,buenos-aires,Quilmes,0,a,1,,294.12,3,13,77,6,30.00,32.00,141
2026-08-20,buenos-aires,Quilmes,0,a,2,294.12,388.35,10,21,69,5,29.00,35.00,139
2026-08-20,buenos-aires,Quilmes,0,a,3,388.35,1503.27,15,29,64,7,34.00,35.00,140
2026-08-20,buenos-aires,Quilmes,0,a,4,1503.27,,0,3,50,3,33.00,30.50,164
2026-08-20,buenos-aires,Quilmes,0,f,0,,,1,4,15,3,29.00,36.00,35
2026-08-20,buenos-aires,Quilmes,0,n,0,,,6,7,120,1,31.00,35.50,256
2026-08-20,buenos-aires,Quilmes,0,n,1,,273.97,2,3,29,1,27.00,32.00,58
2026-08-20,buenos-aires,Quilmes,0,n,2,273.97,324.51,0,0,36,0,30.00,47.00,65
2026-08-20,buenos-aires,Quilmes,0,n,3,324.51,450.33,3,3,33,0,31.00,37.00,64
2026-08-20,buenos-aires,Quilmes,0,n,4,450.33,,1,1,22,0,54.00,49.00,69
2026-08-20,buenos-aires,Quilmes,0,u,0,,,21,55,125,17,30.00,29.00,302
2026-08-20,buenos-aires,Quilmes,0,u,1,,336.70,5,14,36,4,30.00,31.00,72
2026-08-20,buenos-aires,Quilmes,0,u,2,336.70,551.95,14,33,32,8,29.00,28.00,62
2026-08-20,buenos-aires,Quilmes,0,u,3,551.95,2300.00,2,6,31,3,27.00,29.00,93
2026-08-20,buenos-aires,Quilmes,0,u,4,2300.00,,0,2,26,2,40.00,28.50,66
2026-08-20,buenos-aires,Quilmes,1,a,0,,,213,330,950,51,27.00,33.00,2137
2026-08-20,buenos-aires,Quilmes,1,a,1,,330.03,22,47,231,12,22.00,31.00,554
2026-08-20,buenos-aires,Quilmes,1,a,2,330.03,412.59,53,77,237,11,28.00,37.00,525
2026-08-20,buenos-aires,Quilmes,1,a,3,412.59,500.00,47,79,246,17,25.00,31.00,522
2026-08-20,buenos-aires,Quilmes,1,a,4,500.00,,87,123,228,11,29.00,31.00,517
2026-08-20,buenos-aires,Quilmes,1,f,0,,,6,10,36,2,22.00,31.00,130
2026-08-20,buenos-aires,Quilmes,1,f,1,,407.17,2,2,6,0,18.00,29.50,32
2026-08-20,buenos-aires,Quilmes,1,f,2,407.17,491.80,0,1,10,1,22.00,37.50,35
2026-08-20,buenos-aires,Quilmes,1,f,3,491.80,592.19,1,3,12,1,26.00,30.00,32
2026-08-20,buenos-aires,Quilmes,1,f,4,592.19,,3,4,8,0,28.00,32.00,31
2026-08-20,buenos-aires,Quilmes,1,n,0,,,33,44,678,13,25.00,36.00,1460
2026-08-20,buenos-aires,Quilmes,1,n,1,,326.80,2,6,177,4,23.00,35.00,399
2026-08-20,buenos-aires,Quilmes,1,n,2,326.80,393.44,7,9,162,3,27.00,40.00,341
2026-08-20,buenos-aires,Quilmes,1,n,3,393.44,489.58,7,11,153,2,23.00,34.00,359
2026-08-20,buenos-aires,Quilmes,1,n,4,489.58,,17,18,184,4,29.00,34.50,359
2026-08-20,buenos-aires,Quilmes,1,u,0,,,174,276,236,36,28.00,28.00,547
2026-08-20,buenos-aires,Quilmes,1,u,1,,353.69,26,50,62,9,23.00,27.00,139
2026-08-20,buenos-aires,Quilmes,1,u,2,353.69,430.46,45,66,63,8,29.00,30.00,135
2026-08-20,buenos-aires,Quilmes,1,u,3,430.46,519.48,45,75,59,13,29.00,29.00,131
2026-08-20,buenos-aires,Quilmes,1,u,4,519.48,,54,81,46,6,29.00,29.00,125
2026-08-20,buenos-aires,Quilmes,2,a,0,,,166,275,729,63,25.00,34.00,1740
2026-08-20,buenos-aires,Quilmes,2,a,1,,452.46,32,57,187,14,23.00,40.00,432
2026-08-20,buenos-aires,Quilmes,2,a,2,452.46,522.65,27,45,164,13,21.00,35.00,437
2026-08-20,buenos-aires,Quilmes,2,a,3,522.65,659.86,33,58,200,14,26.00,35.00,426
2026-08-20,buenos-aires,Quilmes,2,a,4,659.86,,69,106,167,19,28.00,32.00,421
2026-08-20,buenos-aires,Quilmes,2,f,0,,,7,10,45,0,22.00,35.00,142
2026-08-20,buenos-aires,Quilmes,2,f,1,,491.23,1,2,9,0,16.00,37.00,36
2026-08-20,buenos-aires,Quilmes,2,f,2,491.23,598.60,0,0,7,0,17.00,40.00,39
2026-08-20,buenos-aires,Quilmes,2,f,3,598.60,921.05,1,2,12,0,23.00,27.50,33
2026-08-20,buenos-aires,Quilmes,2,f,4,921.05,,5,6,16,0,28.00,37.50,31
2026-08-20,buenos-aires,Quilmes,2,n,0,,,25,46,476,20,23.00,36.00,1170
2026-08-20,buenos-aires,Quilmes,2,n,1,,438.60,5,7,129,4,22.00,44.00,295
2026-08-20,buenos-aires,Quilmes,2,n,2,438.60,491.80,0,3,95,2,16.00,36.00,299
2026-08-20,buenos-aires,Quilmes,2,n,3,491.80,616.72,9,21,123,9,25.00,36.00,280
2026-08-20,buenos-aires,Quilmes,2,n,4,616.72,,10,14,128,5,27.00,34.00,292
2026-08-20,buenos-aires,Quilmes,2,u,0,,,134,219,208,43,29.00,29.00,428
2026-08-20,buenos-aires,Quilmes,2,u,1,,480.40,27,53,60,15,29.00,30.50,100
2026-08-20,buenos-aires,Quilmes,2,u,2,480.40,587.46,35,47,47,4,29.00,29.00,105
2026-08-20,buenos-aires,Quilmes,2,u,3,587.46,784.31,35,54,47,10,29.00,28.00,106
2026-08-20,buenos-aires,Quilmes,2,u,4,784.31,,33,57,45,11,30.00,30.00,100
2026-08-20,buenos-aires,Quilmes,3,a,0,,,61,101,229,22,27.00,31.00,501
2026-08-20,buenos-aires,Quilmes,3,a,1,,653.59,13,26,64,8,27.00,30.00,135
2026-08-20,buenos-aires,Quilmes,3,a,2,653.59,915.03,16,23,50,5,27.00,33.50,122
2026-08-20,buenos-aires,Quilmes,3,a,3,915.03,1492.86,8,18,47,4,26.00,30.00,121
2026-08-20,buenos-aires,Quilmes,3,a,4,1492.86,,23,32,67,5,29.00,38.00,118
2026-08-20,buenos-aires,Quilmes,3,f,0,,,6,9,9,3,17.00,32.00,58
2026-08-20,buenos-aires,Quilmes,3,n,0,,,5,11,128,6,26.00,32.00,256
2026-08-20,buenos-aires,Quilmes,3,n,1,,614.38,1,2,32,1,27.00,31.00,69
2026-08-20,buenos-aires,Quilmes,3,n,2,614.38,811.00,1,2,31,2,26.00,36.00,64
2026-08-20,buenos-aires,Quilmes,3,n,3,811.00,1307.19,1,1,28,0,26.00,30.00,64
2026-08-20,buenos-aires,Quilmes,3,n,4,1307.19,,2,6,37,3,28.00,42.00,58
2026-08-20,buenos-aires,Quilmes,3,u,0,,,50,81,92,13,30.00,30.50,187
2026-08-20,buenos-aires,Quilmes,3,u,1,,671.23,12,23,24,6,29.00,29.00,50
2026-08-20,buenos-aires,Quilmes,3,u,2,671.23,977.20,15,22,18,2,29.00,30.50,45
2026-08-20,buenos-aires,Quilmes,3,u,3,977.20,1800.00,12,20,25,3,43.00,47.00,49
2026-08-20,buenos-aires,Quilmes,3,u,4,1800.00,,10,14,24,2,29.00,29.50,39
2026-08-20,buenos-aires,Quilmes,4,a,0,,,14,24,56,5,26.00,30.00,122
2026-08-20,buenos-aires,Quilmes,4,a,1,,1013.07,1,4,16,2,24.00,27.00,29
2026-08-20,buenos-aires,Quilmes,4,a,2,1013.07,1700.00,5,8,11,0,30.00,43.00,33
2026-08-20,buenos-aires,Quilmes,4,a,3,1700.00,3500.00,3,4,14,1,27.00,29.00,29
2026-08-20,buenos-aires,Quilmes,4,a,4,3500.00,,5,7,14,1,27.00,28.50,30
2026-08-20,buenos-aires,Quilmes,4,f,0,,,3,4,11,1,28.00,28.00,21
2026-08-20,buenos-aires,Quilmes,4,n,0,,,2,3,27,1,25.00,34.00,59
2026-08-20,buenos-aires,Quilmes,4,u,0,,,9,17,18,3,27.00,27.50,42
2026-08-20,buenos-aires,Recoleta,-1,a,0,,,4819,5390,4321,2268,21.00,11.00,15537
2026-08-20,buenos-aires,Recoleta,0,a,0,,,1410,1450,1114,572,22.00,12.00,4185
2026-08-20,buenos-aires,Recoleta,0,a,1,,449.83,312,377,299,148,23.00,14.00,1009
2026-08-20,buenos-aires,Recoleta,0,a,2,449.83,550.00,362,401,290,148,21.00,12.00,1073
2026-08-20,buenos-aires,Recoleta,0,a,3,550.00,686.36,314,334,267,138,22.00,13.00,986
2026-08-20,buenos-aires,Recoleta,0,a,4,686.36,,347,330,253,134,22.00,10.00,1029
2026-08-20,buenos-aires,Recoleta,0,f,0,,,804,731,587,299,22.00,12.00,2316
2026-08-20,buenos-aires,Recoleta,0,f,1,,500.00,160,164,149,60,22.00,15.00,554
2026-08-20,buenos-aires,Recoleta,0,f,2,500.00,606.75,194,207,158,84,22.00,13.00,560
2026-08-20,buenos-aires,Recoleta,0,f,3,606.75,750.00,172,179,152,90,16.00,8.00,615
2026-08-20,buenos-aires,Recoleta,0,f,4,750.00,,208,176,125,63,30.00,13.00,510
2026-08-20,buenos-aires,Recoleta,0,n,0,,,447,548,411,212,21.00,12.00,1455
2026-08-20,buenos-aires,Recoleta,0,n,1,,387.14,109,141,110,54,26.00,17.00,358
2026-08-20,buenos-aires,Recoleta,0,n,2,387.14,461.54,107,138,111,60,21.00,12.00,365
2026-08-20,buenos-aires,Recoleta,0,n,3,461.54,548.39,121,147,91,53,21.00,9.00,362
2026-08-20,buenos-aires,Recoleta,0,n,4,548.39,,107,122,99,45,19.00,10.00,366
2026-08-20,buenos-aires,Recoleta,0,u,0,,,159,171,116,61,30.00,13.00,414
2026-08-20,buenos-aires,Recoleta,0,u,1,,442.30,43,49,28,17,32.00,9.50,100
2026-08-20,buenos-aires,Recoleta,0,u,2,442.30,535.48,37,43,35,18,23.00,13.00,102
2026-08-20,buenos-aires,Recoleta,0,u,3,535.48,644.95,46,44,21,13,36.00,8.00,102
2026-08-20,buenos-aires,Recoleta,0,u,4,644.95,,31,32,30,11,29.00,14.00,103
2026-08-20,buenos-aires,Recoleta,1,a,0,,,1713,1956,1571,831,21.00,11.00,5584
2026-08-20,buenos-aires,Recoleta,1,a,1,,539.57,346,511,486,253,19.00,11.00,1356
2026-08-20,buenos-aires,Recoleta,1,a,2,539.57,650.00,403,549,414,249,17.00,8.00,1394
2026-08-20,buenos-aires,Recoleta,1,a,3,650.00,824.74,377,419,342,166,20.00,10.00,1355
2026-08-20,buenos-aires,Recoleta,1,a,4,824.74,,499,469,326,160,26.00,15.00,1375
2026-08-20,buenos-aires,Recoleta,1,f,0,,,926,927,669,376,22.00,9.00,2660
2026-08-20,buenos-aires,Recoleta,1,f,1,,621.79,184,287,203,130,22.00,8.00,618
2026-08-20,buenos-aires,Recoleta,1,f,2,621.79,777.03,181,199,152,87,22.00,12.00,654
2026-08-20,buenos-aires,Recoleta,1,f,3,777.03,950.00,208,218,172,90,16.00,9.00,692
2026-08-20,buenos-aires,Recoleta,1,f,4,950.00,,274,219,140,67,32.00,15.00,607
2026-08-20,buenos-aires,Recoleta,1,n,0,,,593,821,726,372,17.00,11.00,2368
2026-08-20,buenos-aires,Recoleta,1,n,1,,491.23,159,200,214,87,21.00,16.00,587
2026-08-20,buenos-aires,Recoleta,1,n,2,491.23,564.10,153,246,205,128,14.00,8.00,594
2026-08-20,buenos-aires,Recoleta,1,n,3,564.10,673.07,116,181,158,89,13.00,8.00,590
2026-08-20,buenos-aires,Recoleta,1,n,4,673.07,,160,194,149,68,20.00,13.00,591
2026-08-20,buenos-aires,Recoleta,1,u,0,,,194,208,176,83,25.00,12.00,556
2026-08-20,buenos-aires,Recoleta,1,u,1,,555.56,48,51,47,23,22.00,10.00,139
2026-08-20,buenos-aires,Recoleta,1,u,2,555.56,660.07,55,51,44,20,28.00,12.00,139
2026-08-20,buenos-aires,Recoleta,1,u,3,660.07,856.16,45,48,35,14,23.00,20.00,134
2026-08-20,buenos-aires,Recoleta,1,u,4,856.16,,42,54,49,25,30.00,14.00,135
2026-08-20,buenos-aires,Recoleta,2,a,0,,,1001,1261,1076,582,16.00,10.00,3672
2026-08-20,buenos-aires,Recoleta,2,a,1,,875.40,188,318,318,170,15.00,11.00,898
2026-08-20,buenos-aires,Recoleta,2,a,2,875.40,1173.59,239,285,267,127,20.00,12.00,903
2026-08-20,buenos-aires,Recoleta,2,a,3,1173.59,1550.00,242,359,274,178,15.00,9.00,915
2026-08-20,buenos-aires,Recoleta,2,a,4,1550.00,,295,295,213,105,15.00,9.00,904
2026-08-20,buenos-aires,Recoleta,2,f,0,,,479,566,448,274,15.00,8.00,1669
2026-08-20,buenos-aires,Recoleta,2,f,1,,1052.63,80,110,127,70,15.00,8.00,403
2026-08-20,buenos-aires,Recoleta,2,f,2,1052.63,1400.00,132,163,103,67,18.00,9.00,434
2026-08-20,buenos-aires,Recoleta,2,f,3,1400.00,1900.00,121,160,115,78,12.00,8.00,386
2026-08-20,buenos-aires,Recoleta,2,f,4,1900.00,,115,133,103,59,12.00,8.00,412
2026-08-20,buenos-aires,Recoleta,2,n,0,,,398,555,500,256,16.00,12.50,1596
2026-08-20,buenos-aires,Recoleta,2,n,1,,769.23,80,154,167,89,15.00,13.00,407
2026-08-20,buenos-aires,Recoleta,2,n,2,769.23,968.59,101,144,125,67,17.00,13.00,385
2026-08-20,buenos-aires,Recoleta,2,n,3,968.59,1258.28,99,131,106,56,15.00,10.50,401
2026-08-20,buenos-aires,Recoleta,2,n,4,1258.28,,115,124,99,43,18.00,16.00,394
2026-08-20,buenos-aires,Recoleta,2,u,0,,,124,140,128,52,23.00,14.00,407
2026-08-20,buenos-aires,Recoleta,2,u,1,,902.89,23,35,34,11,15.00,12.00,99
2026-08-20,buenos-aires,Recoleta,2,u,2,902.89,1157.56,31,34,35,14,22.00,13.00,100
2026-08-20,buenos-aires,Recoleta,2,u,3,1157.56,1655.63,25,31,33,16,27.00,13.00,100
2026-08-20,buenos-aires,Recoleta,2,u,4,1655.63,,42,38,25,10,30.00,18.00,99
2026-08-20,buenos-aires,Recoleta,3,a,0,,,558,587,462,233,24.00,13.00,1694
2026-08-20,buenos-aires,Recoleta,3,a,1,,1250.00,105,141,113,62,17.00,9.00,425
2026-08-20,buenos-aires,Recoleta,3,a,2,1250.00,1682.85,116,144,114,60,25.00,15.50,413
2026-08-20,buenos-aires,Recoleta,3,a,3,1682.85,2500.00,173,148,114,44,31.00,22.00,441
2026-08-20,buenos-aires,Recoleta,3,a,4,2500.00,,152,153,121,67,26.00,10.00,400
2026-08-20,buenos-aires,Recoleta,3,f,0,,,216,213,178,92,22.00,10.50,679
2026-08-20,buenos-aires,Recoleta,3,f,1,,1500.00,43,42,41,18,22.00,11.00,196
2026-08-20,buenos-aires,Recoleta,3,f,2,1500.00,2000.00,49,51,35,18,22.00,21.00,145
2026-08-20,buenos-aires,Recoleta,3,f,3,2000.00,3000.00,72,59,46,22,36.00,9.00,163
2026-08-20,buenos-aires,Recoleta,3,f,4,3000.00,,44,61,56,34,14.00,8.00,166
2026-08-20,buenos-aires,Recoleta,3,n,0,,,261,289,210,102,26.00,14.00,773
2026-08-20,buenos-aires,Recoleta,3,n,1,,1108.01,46,68,54,30,16.00,11.00,196
2026-08-20,buenos-aires,Recoleta,3,n,2,1108.01,1459.92,56,70,44,26,17.00,12.50,193
2026-08-20,buenos-aires,Recoleta,3,n,3,1459.92,2000.00,71,71,66,26,30.00,19.50,210
2026-08-20,buenos-aires,Recoleta,3,n,4,2000.00,,87,80,46,20,35.00,20.50,173
2026-08-20,buenos-aires,Recoleta,3,u,0,,,81,85,74,39,28.00,11.50,242
2026-08-20,buenos-aires,Recoleta,3,u,1,,1346.15,13,25,22,15,13.00,7.00,59
2026-08-20,buenos-aires,Recoleta,3,u,2,1346.15,1721.85,15,23,24,10,31.00,30.50,58
2026-08-20,buenos-aires,Recoleta,3,u,3,1721.85,2500.00,25,22,16,10,30.00,11.00,65
2026-08-20,buenos-aires,Recoleta,3,u,4,2500.00,,25,14,12,4,55.00,22.00,55
2026-08-20,buenos-aires,Recoleta,4,a,0,,,137,136,98,50,22.00,11.00,402
2026-08-20,buenos-aires,Recoleta,4,a,1,,1859.22,32,35,29,12,27.00,17.00,100
2026-08-20,buenos-aires,Recoleta,4,a,2,1859.22,2688.35,27,35,29,16,17.00,11.00,98
2026-08-20,buenos-aires,Recoleta,4,a,3,2688.35,3500.00,36,33,24,14,15.00,4.50,104
2026-08-20,buenos-aires,Recoleta,4,a,4,3500.00,,41,32,15,7,27.00,12.00,94
2026-08-20,buenos-aires,Recoleta,4,f,0,,,48,46,28,18,25.00,8.00,148
2026-08-20,buenos-aires,Recoleta,4,f,1,,2262.30,3,11,12,8,19.00,12.00,35
2026-08-20,buenos-aires,Recoleta,4,f,2,2262.30,2800.00,15,13,2,2,31.00,0.00,36
2026-08-20,buenos-aires,Recoleta,4,f,3,2800.00,3640.78,12,10,9,5,20.00,5.00,37
2026-08-20,buenos-aires,Recoleta,4,f,4,3640.78,,17,12,5,3,31.00,8.00,35
2026-08-20,buenos-aires,Recoleta,4,n,0,,,55,61,54,22,18.00,17.00,188
2026-08-20,buenos-aires,Recoleta,4,n,1,,1587.18,19,23,16,8,30.00,10.00,49
2026-08-20,buenos-aires,Recoleta,4,n,2,1587.18,2250.00,13,13,15,4,18.00,25.00,49
2026-08-20,buenos-aires,Recoleta,4,n,3,2250.00,3500.00,13,13,15,6,15.00,17.00,50
2026-08-20,buenos-aires,Recoleta,4,n,4,3500.00,,10,12,8,4,17.00,12.00,40
2026-08-20,buenos-aires,Recoleta,4,u,0,,,34,29,16,10,22.00,5.50,66
2026-08-20,buenos-aires,Recoleta,4,u,1,,2500.00,10,9,8,5,31.00,7.00,23
2026-08-20,buenos-aires,Retiro,-1,a,0,,,1725,1617,1363,621,23.00,14.00,5033
2026-08-20,buenos-aires,Retiro,0,a,0,,,565,551,443,228,24.00,13.00,1601
2026-08-20,buenos-aires,Retiro,0,a,1,,426.23,94,110,114,46,18.00,14.00,394
2026-08-20,buenos-aires,Retiro,0,a,2,426.23,546.28,113,121,95,49,24.00,22.00,384
2026-08-20,buenos-aires,Retiro,0,a,3,546.28,700.00,171,164,110,59,26.00,9.50,428
2026-08-20,buenos-aires,Retiro,0,a,4,700.00,,126,152,122,74,28.00,9.50,331
2026-08-20,buenos-aires,Retiro,0,f,0,,,344,290,223,114,26.00,13.00,912
2026-08-20,buenos-aires,Retiro,0,f,1,,479.47,36,57,64,27,15.00,13.50,212
2026-08-20,buenos-aires,Retiro,0,f,2,479.47,594.06,66,62,54,28,25.00,13.00,217
2026-08-20,buenos-aires,Retiro,0,f,3,594.06,700.64,102,80,39,20,29.00,8.00,219
2026-08-20,buenos-aires,Retiro,0,f,4,700.64,,82,90,64,39,29.00,8.50,204
2026-08-20,buenos-aires,Retiro,0,n,0,,,147,172,139,70,22.00,15.00,486
2026-08-20,buenos-aires,Retiro,0,n,1,,371.79,26,26,27,10,21.00,26.00,125
2026-08-20,buenos-aires,Retiro,0,n,2,371.79,454.55,36,43,25,14,21.00,11.00,121
2026-08-20,buenos-aires,Retiro,0,n,3,454.55,600.00,52,57,44,24,25.00,14.50,136
2026-08-20,buenos-aires,Retiro,0,n,4,600.00,,32,45,43,22,24.00,17.00,103
2026-08-20,buenos-aires,Retiro,0,u,0,,,74,89,81,44,25.00,10.00,203
2026-08-20,buenos-aires,Retiro,0,u,1,,403.84,14,19,23,10,20.00,9.00,52
2026-08-20,buenos-aires,Retiro,0,u,2,403.84,495.18,19,17,16,6,28.00,27.00,50
2026-08-20,buenos-aires,Retiro,0,u,3,495.18,732.78,19,17,14,8,31.00,18.00,50
2026-08-20,buenos-aires,Retiro,0,u,4,732.78,,20,34,28,20,17.00,5.50,48
2026-08-20,buenos-aires,Retiro,1,a,0,,,548,461,365,161,25.00,13.00,1495
2026-08-20,buenos-aires,Retiro,1,a,1,,536.42,96,100,105,40,22.00,17.00,361
2026-08-20,buenos-aires,Retiro,1,a,2,536.42,650.00,130,109,81,36,20.00,11.00,384
2026-08-20,buenos-aires,Retiro,1,a,3,650.00,824.18,145,123,79,37,26.00,12.00,350
2026-08-20,buenos-aires,Retiro,1,a,4,824.18,,142,128,100,48,32.00,10.00,364
2026-08-20,buenos-aires,Retiro,1,f,0,,,339,281,205,97,28.00,11.00,862
2026-08-20,buenos-aires,Retiro,1,f,1,,598.03,62,55,47,18,22.00,16.00,202
2026-08-20,buenos-aires,Retiro,1,f,2,598.03,698.59,80,75,46,23,22.00,10.00,210
2026-08-20,buenos-aires,Retiro,1,f,3,698.59,872.61,90,78,48,27,22.00,8.50,208
2026-08-20,buenos-aires,Retiro,1,f,4,872.61,,73,72,64,29,32.00,10.50,208
2026-08-20,buenos-aires,Retiro,1,n,0,,,158,137,117,47,22.00,17.00,484
2026-08-20,buenos-aires,Retiro,1,n,1,,454.55,36,30,32,12,25.00,25.00,122
2026-08-20,buenos-aires,Retiro,1,n,2,454.55,560.55,42,43,28,15,22.00,10.00,119
2026-08-20,buenos-aires,Retiro,1,n,3,560.55,715.09,36,31,32,11,18.00,17.00,122
2026-08-20,buenos-aires,Retiro,1,n,4,715.09,,43,33,25,9,25.00,23.00,120
2026-08-20,buenos-aires,Retiro,1,u,0,,,51,43,43,17,26.00,11.00,149
2026-08-20,buenos-aires,Retiro,1,u,1,,522.88,6,9,17,5,25.00,44.00,38
2026-08-20,buenos-aires,Retiro,1,u,2,522.88,650.00,14,10,6,2,21.00,10.00,36
2026-08-20,buenos-aires,Retiro,1,u,3,650.00,932.85,13,13,11,7,20.00,8.00,37
